fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.0,0.01027,0.00916,0.87418,0.00048,3.00654,0.88786,7.5,0.51432,1.31442,0.01739,0.71873,0.45493,0.0,0.11557,0.44815,0.0,0.0,0.0,0.45844,0.0,1.0,0.0,0.0
0.0,0.00992,0.01084,0.91039,0.00048,3.0273,0.74484,7.86686,0.48352,1.33959,0.01551,0.70045,0.38659,0.0,0.09897,0.50512,0.0,0.0,0.0,0.51665,0.0,0.94224,0.0,0.0
0.0,0.01019,0.01076,0.937,0.00052,3.36961,0.78618,7.35613,0.5031,1.50529,0.01672,0.7,0.4,0.0,0.1,0.43705,0.0,0.0,0.0,0.43203,0.0,1.0,0.0,0.0
0.0,0.01,0.01041,0.9193,0.00053,2.7657,0.80879,7.51362,0.4983,1.54449,0.01577,0.66924,0.40542,0.0,0.1,0.49612,0.0,0.0,0.0,0.47918,0.0,0.93052,0.0,0.0
0.0,0.01338,0.00944,0.94467,0.0005,2.30286,0.69726,7.85384,0.56102,1.6147,0.0131,0.5922,0.46254,0.0,0.09993,0.44627,0.0,0.0,0.0,0.42795,0.0,0.83973,0.0,0.0
0.0,0.00756,0.00918,0.97427,0.00067,1.66347,0.8112,7.98016,0.57788,1.26651,0.01888,0.76514,0.34635,0.0,0.08098,0.68982,0.0,0.0,0.0,0.52342,0.0,0.85365,0.0,0.0
0.0,0.01019,0.00907,0.88846,0.00049,2.76554,0.69382,9.31034,0.4629,1.46687,0.01672,0.63475,0.42684,0.0,0.11293,0.46038,0.0,0.0,0.0,0.36495,0.0,0.85523,0.0,0.0
0.0,0.0133,0.00861,0.94194,0.00053,2.66535,0.72083,7.94596,0.48797,1.64501,0.01241,0.57529,0.48429,0.0,0.10019,0.49936,0.0,0.0,0.0,0.41847,0.0,0.883,0.0,0.0
0.0,0.01,0.01051,0.91995,0.00053,2.81906,0.79349,7.47398,0.50003,1.55534,0.01577,0.66388,0.4047,0.0,0.09984,0.49065,0.0,0.0,0.0,0.48567,0.0,0.90831,0.0,0.0
0.0,0.01,0.00963,0.91275,0.00037,3.45068,0.74863,8.5029,0.6386,1.54449,0.01577,0.72114,0.43561,0.0,0.09697,0.46587,0.0,0.0,0.0,0.54885,0.0,1.0,0.0,0.0
0.0,0.01104,0.00747,0.9247,0.00041,3.44294,0.64634,10.36599,0.47269,1.30434,0.01675,0.79178,0.4677,0.0,0.12694,0.3908,0.0,0.0,0.0,0.36495,0.0,0.61206,0.0,0.0
0.0,0.013,0.00695,0.94194,0.0005,2.66535,0.66822,7.94596,0.54893,1.64501,0.01334,0.53314,0.50655,0.0,0.11101,0.52629,0.0,0.0,0.0,0.41788,0.0,0.8621,0.0,0.0
0.0,0.01389,0.0099,0.92611,0.00053,2.78448,0.75232,8.22455,0.5311,1.81735,0.01323,0.52094,0.47999,0.0,0.09219,0.56196,0.0,0.0,0.0,0.39211,0.0,0.88522,0.0,0.0
0.0,0.0133,0.00861,0.94328,0.00053,2.18988,0.61483,7.33715,0.58601,1.45765,0.01241,0.57529,0.38844,0.0,0.09316,0.51432,0.0,0.0,0.0,0.54719,0.0,1.0,0.0,0.0
0.0,0.00837,0.00493,0.94194,0.00042,2.93723,0.6255,8.06455,0.54893,1.3442,0.01334,0.67411,0.50655,0.0,0.12291,0.52629,0.0,0.0,0.0,0.43038,0.0,0.8621,0.0,0.0
0.0,0.01389,0.0099,0.95968,0.00047,2.85134,0.63555,8.2955,0.5311,1.73044,0.01376,0.49766,0.51346,0.0,0.09706,0.5014,0.0,0.0,0.0,0.42256,0.0,0.88522,0.0,0.0
0.0,0.01,0.00847,0.8863,0.00053,3.0,0.82508,8.47522,0.4795,1.4993,0.01466,0.48047,0.36958,0.0,0.12529,0.5,0.0,0.0,0.0,0.4678,0.0,1.0,0.0,0.0
0.0,0.01389,0.0099,0.87164,0.00051,2.82241,0.63678,7.17582,0.53619,1.81735,0.01292,0.60806,0.42274,0.0,0.08399,0.50203,0.0,0.0,0.0,0.39211,0.0,0.88522,0.0,0.0
0.0,0.01289,0.00813,0.94905,0.00054,2.27089,0.59849,6.78548,0.65598,1.23298,0.01231,0.5231,0.37735,0.0,0.1078,0.39925,0.0,0.0,0.0,0.65038,0.0,1.0,0.0,0.0
0.0,0.01,0.00836,0.91366,0.00058,2.74587,0.95,10.07292,0.44786,1.4993,0.01448,0.44008,0.33853,0.0,0.10434,0.47471,0.0,0.0,0.0,0.29517,0.0,1.0,0.0,0.0
0.0,0.00958,0.00412,0.95408,0.00038,2.78969,0.50951,8.06455,0.39591,1.3442,0.01244,0.67411,0.50655,0.0,0.14054,0.52629,0.0,0.0,0.0,0.43038,0.0,0.85486,0.0,0.0
0.0,0.00954,0.0104,0.94515,0.00049,2.9475,0.8,8.20432,0.5,1.40715,0.01446,0.71676,0.39924,0.0,0.1,0.47346,0.0,0.0,0.0,0.5207,0.0,0.94227,0.0,0.0
0.0,0.01,0.00459,0.87421,0.00068,2.83793,0.81907,7.25742,0.43695,1.81874,0.01322,0.37397,0.31818,0.0,0.15446,0.45086,0.0,0.0,0.0,0.42086,0.0,1.0,0.0,0.0
0.0,0.00876,0.01003,0.93149,0.00051,3.45068,0.74863,7.54425,0.71552,1.88984,0.01577,0.54555,0.43561,0.0,0.09656,0.33481,0.0,0.0,0.0,0.50195,0.0,1.0,0.0,0.0
0.0,0.00962,0.00963,0.91275,0.00032,3.8941,0.95,9.422,0.6386,1.34223,0.01687,0.47412,0.43561,0.0,0.09376,0.58254,0.0,0.0,0.0,0.61971,0.0,1.0,0.0,0.0
0.0,0.01042,0.01083,0.91995,0.00051,2.9652,0.77141,7.47398,0.41862,1.55534,0.01731,0.69814,0.42773,0.0,0.09984,0.49299,0.0,0.0,0.0,0.48567,0.0,0.73022,0.0,0.0
0.0,0.01307,0.00748,0.94194,0.00034,2.65525,0.66822,9.8316,0.5539,1.33611,0.0152,0.53469,0.55407,0.0,0.12075,0.41821,0.0,0.0,0.0,0.42693,0.0,0.8621,0.0,0.0
0.0,0.00997,0.00961,0.93654,0.0005,2.88314,0.80287,7.46538,0.49701,1.51061,0.01497,0.7,0.39016,0.0,0.0983,0.49532,0.0,0.0,0.0,0.50989,0.0,0.99598,0.0,0.0
0.0,0.01389,0.01017,0.92611,0.00077,2.8132,0.77122,11.36016,0.53132,1.58337,0.01525,0.56707,0.47177,0.0,0.09219,0.29266,0.0,0.0,0.0,0.39211,0.0,0.87118,0.0,0.0
0.0,0.01372,0.01012,0.92497,0.00053,2.78448,0.78983,8.66429,0.54506,1.73902,0.01281,0.5148,0.47188,0.0,0.09166,0.56196,0.0,0.0,0.0,0.40186,0.0,0.84828,0.0,0.0
0.0,0.01107,0.00573,0.923,0.00045,3.01791,0.60576,7.91577,0.73316,1.47806,0.01416,0.77622,0.50149,0.0,0.12811,0.52629,0.0,0.0,0.0,0.48985,0.0,0.8621,0.0,0.0
0.0,0.01045,0.00716,0.94368,0.00046,2.72431,0.77554,7.94596,0.67238,1.31512,0.00595,0.48215,0.50655,0.0,0.10931,0.39507,0.0,0.0,0.0,0.5197,0.0,0.90273,0.0,0.0
0.0,0.01176,0.00965,0.98,0.00044,2.61541,0.65812,7.93624,0.44679,2.22063,0.01587,0.51076,0.54941,0.0,0.10293,0.54494,0.0,0.0,0.0,0.36365,0.0,1.0,0.0,0.0
0.0,0.00837,0.00406,0.98,0.00047,3.11746,0.64431,8.06455,0.48818,1.14272,0.01494,0.6193,0.47169,0.0,0.12291,0.52629,0.0,0.0,0.0,0.5267,0.0,0.66398,0.0,0.0
0.0,0.00952,0.00587,0.95808,0.00042,2.74931,0.6255,4.97556,0.54893,1.3442,0.01319,0.59194,0.49251,0.0,0.11861,0.52629,0.0,0.0,0.0,0.43038,0.0,0.8621,0.0,0.0
0.0,0.01372,0.0071,0.94328,0.00041,2.43532,0.61483,8.10529,0.58258,1.29797,0.01311,0.53884,0.40735,0.0,0.09316,0.41308,0.0,0.0,0.0,0.55355,0.0,1.0,0.0,0.0
0.0,0.01386,0.00987,0.87164,0.00052,2.88834,0.63788,7.27303,0.54518,1.9363,0.01306,0.60264,0.40699,0.0,0.08542,0.50203,0.0,0.0,0.0,0.38965,0.0,0.89455,0.0,0.0
0.0,0.01389,0.00986,0.95647,0.00047,2.87164,0.64028,8.2955,0.5311,1.71415,0.01354,0.4988,0.50629,0.0,0.09739,0.49226,0.0,0.0,0.0,0.42531,0.0,0.89329,0.0,0.0
0.0,0.01289,0.00835,0.97061,0.00054,2.27089,0.58413,6.56695,0.63942,1.27536,0.01231,0.52462,0.39219,0.0,0.10476,0.40425,0.0,0.0,0.0,0.65038,0.0,1.0,0.0,0.0
0.0,0.01289,0.00955,0.96861,0.00054,2.436,0.64671,5.38741,0.65598,1.23298,0.00779,0.61567,0.30597,0.0,0.12141,0.47755,0.0,0.0,0.0,0.73989,0.0,1.0,0.0,0.0
0.0,0.01156,0.00809,0.94905,0.00055,2.34392,0.6501,6.60309,0.66261,1.24472,0.01311,0.52058,0.45391,0.0,0.10182,0.42738,0.0,0.0,0.0,0.65038,0.0,0.92711,0.0,0.0
0.0,0.01468,0.00758,0.84553,0.00051,3.22251,0.49327,8.72307,0.51265,2.15056,0.01595,0.36194,0.42274,0.0,0.08557,0.56676,0.0,0.0,0.0,0.39211,0.0,0.83167,0.0,0.0
0.0,0.01338,0.00813,0.94905,0.00054,2.30145,0.5924,6.89393,0.65014,1.23298,0.01144,0.51508,0.36819,0.0,0.10487,0.39391,0.0,0.0,0.0,0.65038,0.0,0.98608,0.0,0.0
0.0,0.01,0.00932,0.92358,0.0005,2.84725,0.95,11.077,0.48689,1.55703,0.01319,0.43762,0.35235,0.0,0.10434,0.47471,0.0,0.0,0.0,0.27541,0.0,0.95303,0.0,0.0
0.0,0.01,0.00998,0.93676,0.0005,2.99402,0.80259,7.57995,0.50017,1.5115,0.015,0.69859,0.40009,0.0,0.1,0.50165,0.0,0.0,0.0,0.50595,0.0,0.98966,0.0,0.0
0.0,0.00854,0.01133,0.91135,0.0005,3.07835,0.85747,7.73013,0.42883,1.5,0.01587,0.7,0.39134,0.0,0.08354,0.52679,0.0,0.0,0.0,0.5,0.0,0.99795,0.0,0.0
0.0,0.01414,0.00946,0.96493,0.00047,2.57632,0.95,7.5,0.5,1.94984,0.01319,0.7,0.2415,0.0,0.08688,0.47111,0.0,0.0,0.0,0.5797,0.0,0.91607,0.0,0.0
0.0,0.00954,0.0104,0.93144,0.00049,3.08546,0.8,7.04572,0.41692,1.28332,0.01572,0.87734,0.42132,0.0,0.08489,0.37134,0.0,0.0,0.0,0.43658,0.0,1.0,0.0,0.0
0.0,0.01,0.00888,0.95786,0.0005,2.87778,0.8,7.5126,0.47672,1.4478,0.01651,0.66144,0.40195,0.0,0.1,0.46727,0.0,0.0,0.0,0.47468,0.0,0.97467,0.0,0.0
0.0,0.01064,0.01012,0.94515,0.00028,2.90584,0.8,6.69808,0.45905,1.06876,0.01446,0.66141,0.39924,0.0,0.10357,0.59574,0.0,0.0,0.0,0.64752,0.0,1.0,0.0,0.0
0.0,0.01051,0.00403,0.85835,0.00066,2.55653,0.77294,5.72993,0.51255,1.82028,0.01322,0.34519,0.3032,0.0,0.16501,0.49682,0.0,0.0,0.0,0.47642,0.0,0.84412,0.0,0.0
0.0,0.01092,0.01051,0.9145,0.00044,3.01726,0.8,5.33015,0.37208,0.69243,0.01264,0.80995,0.39463,0.0,0.1,0.44742,0.0,0.0,0.0,0.68472,0.0,1.0,0.0,0.0
0.0,0.01021,0.00465,0.87401,0.00069,2.82221,0.80983,7.29441,0.44474,1.84331,0.01309,0.37454,0.32352,0.0,0.15446,0.45086,0.0,0.0,0.0,0.42102,0.0,1.0,0.0,0.0
0.0,0.00941,0.00963,0.89354,0.00032,3.86544,0.95,10.16445,0.66671,1.39343,0.01555,0.47085,0.42531,0.0,0.10099,0.52461,0.0,0.0,0.0,0.54842,0.0,1.0,0.0,0.0
0.0,0.01003,0.00897,0.88595,0.00029,4.29179,0.88517,9.75063,0.58945,1.33966,0.01498,0.55556,0.4459,0.0,0.09376,0.58254,0.0,0.0,0.0,0.63446,0.0,1.0,0.0,0.0
0.0,0.00876,0.00935,0.9262,0.00051,3.3444,0.732,7.29241,0.6526,2.04309,0.01532,0.54555,0.50516,0.0,0.09656,0.34454,0.0,0.0,0.0,0.42014,0.0,1.0,0.0,0.0
0.0,0.01,0.00917,0.90095,0.0005,3.0,0.5948,10.01584,0.42415,1.5,0.01183,0.79768,0.4,0.0,0.1,0.59278,0.0,0.0,0.0,0.5876,0.0,1.0,0.0,0.0
0.0,0.00997,0.00592,0.92683,0.0005,2.74573,0.73689,8.16037,0.45832,1.46264,0.01548,0.68804,0.32227,0.0,0.10144,0.53133,0.0,0.0,0.0,0.55965,0.0,0.99598,0.0,0.0
0.0,0.01156,0.00742,0.94194,0.00032,2.79012,0.69204,10.65525,0.54921,1.33611,0.01535,0.50405,0.56872,0.0,0.11643,0.40395,0.0,0.0,0.0,0.41057,0.0,0.87101,0.0,0.0
0.0,0.01334,0.00713,0.9282,0.00041,2.34063,0.58299,8.4298,0.58258,1.29797,0.01291,0.53129,0.40735,0.0,0.09154,0.4367,0.0,0.0,0.0,0.54433,0.0,1.0,0.0,0.0
0.0,0.01386,0.01038,0.91916,0.00048,3.24084,0.46188,7.28916,0.53803,2.38783,0.00984,0.67732,0.43206,0.0,0.08264,0.48046,0.0,0.0,0.0,0.38965,0.0,0.83542,0.0,0.0
0.0,0.00962,0.00948,0.92558,0.00055,3.50347,0.85955,8.23891,0.55968,1.63537,0.015,0.7271,0.35891,0.0,0.1,0.5,0.0,0.0,0.0,0.44796,0.0,1.0,0.0,0.0
0.0,0.00975,0.00809,0.9772,0.00053,2.36183,0.6501,6.04361,0.67689,1.34315,0.01055,0.52058,0.45391,0.0,0.1075,0.33481,0.0,0.0,0.0,0.72849,0.0,0.92711,0.0,0.0
0.0,0.01289,0.00955,0.95002,0.00039,2.28309,0.54657,5.4354,0.62529,1.33552,0.00428,0.79871,0.26463,0.0,0.09115,0.38052,0.0,0.0,0.0,0.7679,0.0,1.0,0.0,0.0
0.0,0.01235,0.00833,0.94905,0.00057,2.34392,0.66109,6.3741,0.66261,1.14642,0.01291,0.62248,0.44742,0.0,0.10182,0.40888,0.0,0.0,0.0,0.63475,0.0,0.95763,0.0,0.0
0.0,0.00946,0.01099,0.95756,0.0004,3.40093,0.73505,7.93585,0.5,1.51719,0.015,0.67813,0.33307,0.0,0.1,0.48912,0.0,0.0,0.0,0.47275,0.0,1.0,0.0,0.0
0.0,0.01142,0.00858,0.93694,0.00055,2.34392,0.64819,6.23432,0.65566,1.17945,0.01278,0.51637,0.45391,0.0,0.09655,0.42738,0.0,0.0,0.0,0.66518,0.0,0.91654,0.0,0.0
0.0,0.01628,0.00758,0.8229,0.00051,2.82638,0.49043,8.72307,0.55114,1.94568,0.02044,0.39929,0.31402,0.0,0.08557,0.56676,0.0,0.0,0.0,0.31097,0.0,0.90053,0.0,0.0
0.0,0.01291,0.00895,0.97941,0.00061,2.40348,0.79815,6.89393,0.62098,1.19534,0.01018,0.59916,0.31649,0.0,0.10557,0.39391,0.0,0.0,0.0,0.73274,0.0,0.77636,0.0,0.0
0.0,0.01363,0.00813,0.95069,0.00054,2.21145,0.58861,7.07844,0.66178,1.23298,0.01116,0.52886,0.37138,0.0,0.09707,0.39391,0.0,0.0,0.0,0.62939,0.0,0.99374,0.0,0.0
0.0,0.00809,0.01173,0.91788,0.0005,2.80978,0.79081,7.73013,0.44872,1.5,0.01671,0.7,0.3981,0.0,0.09509,0.60196,0.0,0.0,0.0,0.50014,0.0,0.99608,0.0,0.0
0.0,0.00936,0.0098,0.90994,0.0005,2.99402,0.71427,7.57995,0.40371,1.38645,0.01236,0.7549,0.40009,0.0,0.09423,0.50165,0.0,0.0,0.0,0.48231,0.0,0.93504,0.0,0.0
0.0,0.01518,0.00946,0.93225,0.00048,2.57632,0.95,7.81436,0.53195,1.94984,0.01296,0.72467,0.25553,0.0,0.08379,0.43233,0.0,0.0,0.0,0.62599,0.0,0.95999,0.0,0.0
0.0,0.01394,0.01021,0.96595,0.00045,2.50545,0.91883,7.02155,0.36002,1.77299,0.01488,0.54649,0.17486,0.0,0.06022,0.60332,0.0,0.0,0.0,0.6962,0.0,1.0,0.0,0.0
0.0,0.01098,0.00994,0.95074,0.00025,3.10293,0.82951,6.55443,0.48603,1.04838,0.01378,0.66141,0.39343,0.0,0.10357,0.4989,0.0,0.0,0.0,0.64752,0.0,0.98584,0.0,0.0
0.0,0.01,0.01109,0.95786,0.0005,2.98282,0.85488,9.93127,0.47672,2.20903,0.01734,0.66144,0.35025,0.0,0.11226,0.41023,0.0,0.0,0.0,0.46205,0.0,0.97467,0.0,0.0
0.0,0.00958,0.01,0.937,0.00052,3.0,0.84298,7.92072,0.4778,1.64751,0.01392,0.70259,0.34468,0.0,0.10151,0.5,0.0,0.0,0.0,0.49826,0.0,1.0,0.0,0.0
0.0,0.01085,0.01096,0.9145,0.00043,2.89302,0.83955,4.67171,0.37208,0.7222,0.0144,0.76395,0.37195,0.0,0.08932,0.46817,0.0,0.0,0.0,0.72575,0.0,0.98305,0.0,0.0
0.0,0.01063,0.01015,0.94515,0.00028,2.93223,0.80041,6.71921,0.45889,1.06876,0.01445,0.66259,0.39924,0.0,0.10369,0.59562,0.0,0.0,0.0,0.64566,0.0,1.0,0.0,0.0
0.0,0.00879,0.0103,0.8517,0.0005,2.93275,0.81878,8.93268,0.48942,1.49452,0.01296,0.62806,0.3635,0.0,0.09775,0.41543,0.0,0.0,0.0,0.46126,0.0,1.0,0.0,0.0
0.0,0.00974,0.01043,0.89233,0.00029,4.55475,0.88517,8.57857,0.60929,1.33966,0.01588,0.56442,0.50261,0.0,0.10295,0.43599,0.0,0.0,0.0,0.65209,0.0,1.0,0.0,0.0
0.0,0.01108,0.01099,0.93328,0.00041,2.91863,0.77373,5.33015,0.3582,0.7596,0.01259,0.85747,0.36632,0.0,0.09989,0.4287,0.0,0.0,0.0,0.66517,0.0,1.0,0.0,0.0
0.0,0.00911,0.01045,0.9262,0.00051,3.13047,0.87268,6.24728,0.67931,2.37168,0.01375,0.54514,0.51653,0.0,0.10099,0.34418,0.0,0.0,0.0,0.50877,0.0,1.0,0.0,0.0
0.0,0.00968,0.01068,0.937,0.0005,2.85463,0.76519,7.5,0.49977,1.41061,0.015,0.7,0.38777,0.0,0.09762,0.52055,0.0,0.0,0.0,0.4816,0.0,0.98309,0.0,0.0
0.0,0.01109,0.00557,0.85834,0.0005,2.66404,0.73551,9.68936,0.45879,1.6547,0.01559,0.45694,0.32053,0.0,0.09588,0.30769,0.0,0.0,0.0,0.57468,0.0,0.96787,0.0,0.0
0.0,0.01002,0.00695,0.90414,0.00029,4.78211,0.88517,9.75063,0.54937,1.25711,0.01498,0.57361,0.4196,0.0,0.09133,0.52746,0.0,0.0,0.0,0.63446,0.0,1.0,0.0,0.0
0.0,0.00782,0.0113,0.91614,0.00055,2.9579,0.95,7.19832,0.6526,2.15789,0.01532,0.54555,0.50516,0.0,0.09656,0.33028,0.0,0.0,0.0,0.39137,0.0,1.0,0.0,0.0
0.0,0.01156,0.00668,0.88038,0.00036,2.74132,0.69204,8.87556,0.57723,1.37608,0.01535,0.50405,0.47441,0.0,0.11643,0.40395,0.0,0.0,0.0,0.42817,0.0,0.98103,0.0,0.0
